,Ship Mode,Mode Id
1492,Standard Class,3
1493,Second Class,2
1494,Second Class,2
1495,First Class,0
1496,First Class,0
1497,Standard Class,3
1498,First Class,0
1499,First Class,0
1500,Standard Class,3
1501,Second Class,2
1502,Second Class,2
1503,First Class,0
1504,Standard Class,3
1505,Same Day,1
1506,Second Class,2
1507,First Class,0
1508,First Class,0
1509,First Class,0
1510,Second Class,2
1511,Standard Class,3
1512,Same Day,1
1513,Second Class,2
1514,Same Day,1
1515,Standard Class,3
1516,Second Class,2
1517,First Class,0
1518,Standard Class,3
1519,Standard Class,3
1520,Same Day,1
1521,First Class,0
1522,Same Day,1
1523,First Class,0
1524,First Class,0
1525,Standard Class,3
1526,Second Class,2
1527,Same Day,1
1528,Second Class,2
1529,Standard Class,3
1530,Second Class,2
1531,Same Day,1
1532,Same Day,1
1533,Standard Class,3
1534,First Class,0
1535,First Class,0
1536,Standard Class,3
1537,Same Day,1
1538,First Class,0
1539,First Class,0
1540,Same Day,1
1541,First Class,0
1542,Same Day,1
1543,Standard Class,3
1544,Same Day,1
1545,Standard Class,3
1546,First Class,0
1547,Same Day,1
1548,Same Day,1
1549,Standard Class,3
1550,Same Day,1
1551,Same Day,1
1552,Standard Class,3
1553,Standard Class,3
1554,Standard Class,3
1555,First Class,0
1556,Same Day,1
1557,Same Day,1
1558,First Class,0
1559,Same Day,1
1560,Second Class,2
1561,Same Day,1
1562,Same Day,1
1563,Same Day,1
1564,Second Class,2
1565,Standard Class,3
1566,Standard Class,3
1567,Standard Class,3
1568,Second Class,2
1569,Same Day,1
1570,Standard Class,3
1571,Standard Class,3
1572,Same Day,1
1573,First Class,0
1574,Second Class,2
1575,Standard Class,3
1576,First Class,0
1577,Second Class,2
1578,Second Class,2
1579,Same Day,1
1580,Same Day,1
1581,Second Class,2
1582,Same Day,1
1583,First Class,0
1584,Same Day,1
1585,Second Class,2
1586,Same Day,1
1587,Second Class,2
1588,Standard Class,3
1589,Same Day,1
1590,First Class,0
1591,Second Class,2
1592,Standard Class,3
1593,Second Class,2
1594,Standard Class,3
1595,Standard Class,3
1596,Standard Class,3
1597,First Class,0
1598,Standard Class,3
1599,Second Class,2
1600,First Class,0
1601,Standard Class,3
1602,Standard Class,3
1603,Same Day,1
1604,First Class,0
1605,First Class,0
1606,Standard Class,3
1607,Second Class,2
1608,Same Day,1
1609,Standard Class,3
1610,Standard Class,3
1611,Standard Class,3
1612,First Class,0
1613,Second Class,2
1614,First Class,0
1615,Standard Class,3
1616,Second Class,2
1617,Standard Class,3
1618,Same Day,1
1619,Second Class,2
1620,First Class,0
1621,Second Class,2
1622,Standard Class,3
1623,First Class,0
1624,Second Class,2
1625,First Class,0
1626,Second Class,2
1627,Same Day,1
1628,Standard Class,3
1629,Same Day,1
1630,Standard Class,3
1631,First Class,0
1632,Same Day,1
1633,Standard Class,3
1634,First Class,0
1635,Same Day,1
1636,First Class,0
1637,Same Day,1
1638,Same Day,1
1639,Standard Class,3
1640,Same Day,1
1641,Same Day,1
1642,First Class,0
1643,First Class,0
1644,Standard Class,3
1645,Same Day,1
1646,Standard Class,3
1647,Standard Class,3
1648,First Class,0
1649,Second Class,2
1650,Second Class,2
1651,First Class,0
1652,Standard Class,3
1653,Second Class,2
1654,First Class,0
1655,First Class,0
1656,First Class,0
1657,Second Class,2
1658,Second Class,2
1659,Second Class,2
1660,Second Class,2
1661,Same Day,1
1662,First Class,0
1663,Second Class,2
1664,Standard Class,3
1665,Second Class,2
1666,First Class,0
1667,First Class,0
1668,Second Class,2
1669,Same Day,1
1670,Standard Class,3
1671,Same Day,1
1672,First Class,0
1673,Second Class,2
1674,Same Day,1
1675,Same Day,1
1676,Second Class,2
1677,Second Class,2
1678,First Class,0
1679,First Class,0
1680,Second Class,2
1681,Standard Class,3
1682,Standard Class,3
1683,First Class,0
1684,First Class,0
1685,Standard Class,3
1686,Same Day,1
1687,First Class,0
1688,First Class,0
1689,First Class,0
1690,Standard Class,3
1691,Same Day,1
1692,Second Class,2
1693,Standard Class,3
1694,Second Class,2
1695,First Class,0
1696,Second Class,2
1697,First Class,0
1698,Same Day,1
1699,Same Day,1
1700,Standard Class,3
1701,Second Class,2
1702,Second Class,2
1703,Same Day,1
1704,Same Day,1
1705,Same Day,1
1706,First Class,0
1707,Standard Class,3
1708,Second Class,2
1709,Second Class,2
1710,Standard Class,3
1711,Same Day,1
1712,Same Day,1
1713,Second Class,2
1714,Same Day,1
1715,First Class,0
1716,Second Class,2
1717,Second Class,2
1718,First Class,0
1719,Second Class,2
1720,Same Day,1
1721,Second Class,2
1722,Same Day,1
1723,Standard Class,3
1724,Same Day,1
1725,First Class,0
1726,Second Class,2
1727,Same Day,1
1728,Standard Class,3
1729,First Class,0
1730,Same Day,1
1731,Second Class,2
1732,Second Class,2
1733,Second Class,2
1734,Second Class,2
1735,Second Class,2
1736,Standard Class,3
1737,Second Class,2
1738,First Class,0
1739,First Class,0
1740,Second Class,2
1741,First Class,0
1742,First Class,0
1743,Second Class,2
1744,Second Class,2
1745,Second Class,2
1746,Same Day,1
1747,Standard Class,3
1748,Same Day,1
1749,Second Class,2
1750,Second Class,2
1751,Standard Class,3
1752,First Class,0
1753,First Class,0
1754,Standard Class,3
1755,First Class,0
1756,Standard Class,3
1757,Second Class,2
1758,Same Day,1
1759,Standard Class,3
1760,First Class,0
1761,Same Day,1
1762,First Class,0
1763,First Class,0
1764,Same Day,1
1765,Second Class,2
1766,Standard Class,3
1767,Second Class,2
1768,Same Day,1
1769,Standard Class,3
1770,Same Day,1
1771,Second Class,2
1772,Second Class,2
1773,First Class,0
1774,Standard Class,3
1775,First Class,0
1776,Second Class,2
1777,First Class,0
1778,Standard Class,3
1779,Second Class,2
1780,First Class,0
1781,First Class,0
1782,First Class,0
1783,Second Class,2
1784,Standard Class,3
1785,Standard Class,3
1786,First Class,0
1787,First Class,0
1788,Same Day,1
1789,Standard Class,3
1790,First Class,0
1791,Standard Class,3
1792,Second Class,2
1793,First Class,0
1794,First Class,0
1795,Same Day,1
1796,Second Class,2
1797,First Class,0
1798,Same Day,1
1799,Standard Class,3
1800,Standard Class,3
1801,First Class,0
1802,Standard Class,3
1803,Standard Class,3
1804,Standard Class,3
1805,Second Class,2
1806,Second Class,2
1807,Same Day,1
1808,Second Class,2
1809,First Class,0
1810,First Class,0
1811,Same Day,1
1812,Standard Class,3
1813,Standard Class,3
1814,Standard Class,3
1815,Standard Class,3
1816,Same Day,1
1817,Second Class,2
1818,Same Day,1
1819,First Class,0
1820,Standard Class,3
1821,First Class,0
1822,Standard Class,3
1823,Second Class,2
1824,Standard Class,3
1825,Second Class,2
1826,Second Class,2
1827,Same Day,1
1828,Same Day,1
1829,Same Day,1
1830,First Class,0
1831,Second Class,2
1832,Second Class,2
1833,First Class,0
1834,Same Day,1
1835,Second Class,2
1836,Second Class,2
1837,Second Class,2
1838,Standard Class,3
1839,Second Class,2
1840,First Class,0
1841,Standard Class,3
1842,Same Day,1
1843,Same Day,1
