,Ship Mode,Mode Id
1485,Same Day,1
1486,Second Class,2
1487,First Class,0
1488,Same Day,1
1489,First Class,0
1490,Second Class,2
1491,Standard Class,3
1492,Standard Class,3
1493,Standard Class,3
1494,First Class,0
1495,First Class,0
1496,First Class,0
1497,First Class,0
1498,Same Day,1
1499,Standard Class,3
1500,Second Class,2
1501,Standard Class,3
1502,Second Class,2
1503,Same Day,1
1504,Second Class,2
1505,First Class,0
1506,Standard Class,3
1507,First Class,0
1508,Second Class,2
1509,Second Class,2
1510,Second Class,2
1511,Standard Class,3
1512,Same Day,1
1513,Standard Class,3
1514,Standard Class,3
1515,Second Class,2
1516,Second Class,2
1517,First Class,0
1518,Second Class,2
1519,Standard Class,3
1520,Same Day,1
1521,Standard Class,3
1522,First Class,0
1523,Same Day,1
1524,First Class,0
1525,Standard Class,3
1526,Second Class,2
1527,Same Day,1
1528,Standard Class,3
1529,Standard Class,3
1530,Same Day,1
1531,Same Day,1
1532,Second Class,2
1533,Standard Class,3
1534,Standard Class,3
1535,Standard Class,3
1536,Same Day,1
1537,Same Day,1
1538,First Class,0
1539,First Class,0
1540,Same Day,1
1541,First Class,0
1542,Standard Class,3
1543,Standard Class,3
1544,Same Day,1
1545,Standard Class,3
1546,First Class,0
1547,Same Day,1
1548,First Class,0
1549,Standard Class,3
1550,Standard Class,3
1551,First Class,0
1552,Standard Class,3
1553,Second Class,2
1554,Second Class,2
1555,Second Class,2
1556,Standard Class,3
1557,Same Day,1
1558,First Class,0
1559,Same Day,1
1560,Second Class,2
1561,Same Day,1
1562,Second Class,2
1563,Same Day,1
1564,First Class,0
1565,Standard Class,3
1566,Standard Class,3
1567,Standard Class,3
1568,First Class,0
1569,Same Day,1
1570,Second Class,2
1571,First Class,0
1572,Standard Class,3
1573,First Class,0
1574,Second Class,2
1575,Standard Class,3
1576,Same Day,1
1577,Standard Class,3
1578,Standard Class,3
1579,Same Day,1
1580,Same Day,1
1581,Standard Class,3
1582,Same Day,1
1583,First Class,0
1584,Same Day,1
1585,Standard Class,3
1586,Same Day,1
1587,Second Class,2
1588,Standard Class,3
1589,Second Class,2
1590,Second Class,2
1591,Second Class,2
1592,Same Day,1
1593,Standard Class,3
1594,Standard Class,3
1595,Standard Class,3
1596,First Class,0
1597,Standard Class,3
1598,Standard Class,3
1599,First Class,0
1600,Same Day,1
1601,Standard Class,3
1602,Standard Class,3
1603,Same Day,1
1604,First Class,0
1605,First Class,0
1606,Standard Class,3
1607,Standard Class,3
1608,Same Day,1
1609,Standard Class,3
1610,Standard Class,3
1611,First Class,0
1612,First Class,0
1613,Second Class,2
1614,Same Day,1
1615,Standard Class,3
1616,First Class,0
1617,Standard Class,3
1618,Second Class,2
1619,Second Class,2
1620,First Class,0
1621,Standard Class,3
1622,Second Class,2
1623,Standard Class,3
1624,Second Class,2
1625,First Class,0
1626,First Class,0
1627,Same Day,1
1628,Standard Class,3
1629,Same Day,1
1630,Standard Class,3
1631,Same Day,1
1632,Same Day,1
1633,Standard Class,3
1634,Second Class,2
1635,Same Day,1
1636,First Class,0
1637,Same Day,1
1638,Same Day,1
1639,Standard Class,3
1640,Same Day,1
1641,Same Day,1
1642,Second Class,2
1643,First Class,0
1644,Second Class,2
1645,Same Day,1
1646,Standard Class,3
1647,Second Class,2
1648,Standard Class,3
1649,Second Class,2
1650,First Class,0
1651,Second Class,2
1652,Standard Class,3
1653,Standard Class,3
1654,Same Day,1
1655,First Class,0
1656,Second Class,2
1657,First Class,0
1658,First Class,0
1659,Same Day,1
1660,Second Class,2
1661,Same Day,1
1662,First Class,0
1663,First Class,0
1664,Standard Class,3
1665,Standard Class,3
1666,First Class,0
1667,Same Day,1
1668,Second Class,2
1669,Same Day,1
1670,Standard Class,3
1671,Same Day,1
1672,First Class,0
1673,First Class,0
1674,Same Day,1
1675,Same Day,1
1676,Second Class,2
1677,Second Class,2
1678,First Class,0
1679,First Class,0
1680,First Class,0
1681,First Class,0
1682,Standard Class,3
1683,Second Class,2
1684,First Class,0
1685,Second Class,2
1686,Same Day,1
1687,Second Class,2
1688,First Class,0
1689,First Class,0
1690,Second Class,2
1691,Same Day,1
1692,Second Class,2
1693,Standard Class,3
1694,First Class,0
1695,First Class,0
1696,Second Class,2
1697,Standard Class,3
1698,Same Day,1
1699,Same Day,1
1700,Standard Class,3
1701,Second Class,2
1702,Second Class,2
1703,Second Class,2
1704,Same Day,1
1705,Same Day,1
1706,First Class,0
1707,Standard Class,3
1708,Standard Class,3
1709,Standard Class,3
1710,Second Class,2
1711,Second Class,2
1712,Same Day,1
1713,Second Class,2
1714,First Class,0
1715,First Class,0
1716,Second Class,2
1717,Standard Class,3
1718,Standard Class,3
1719,Standard Class,3
1720,Standard Class,3
1721,Standard Class,3
1722,Same Day,1
1723,Same Day,1
1724,Same Day,1
1725,Standard Class,3
1726,Same Day,1
1727,Same Day,1
1728,Standard Class,3
1729,First Class,0
1730,First Class,0
1731,Second Class,2
1732,Second Class,2
1733,Second Class,2
1734,Same Day,1
1735,Second Class,2
1736,Standard Class,3
1737,First Class,0
1738,First Class,0
1739,First Class,0
1740,Same Day,1
1741,Standard Class,3
1742,Second Class,2
1743,Second Class,2
1744,Second Class,2
1745,Standard Class,3
1746,Same Day,1
1747,Same Day,1
1748,First Class,0
1749,Second Class,2
1750,Standard Class,3
1751,Second Class,2
1752,First Class,0
1753,First Class,0
1754,Standard Class,3
1755,Same Day,1
1756,Standard Class,3
1757,Second Class,2
1758,Same Day,1
1759,Second Class,2
1760,First Class,0
1761,Same Day,1
1762,Second Class,2
1763,First Class,0
1764,Same Day,1
1765,Second Class,2
1766,Second Class,2
1767,Second Class,2
1768,Same Day,1
1769,Second Class,2
1770,Same Day,1
1771,Second Class,2
1772,Second Class,2
1773,Standard Class,3
1774,Standard Class,3
1775,Same Day,1
1776,Second Class,2
1777,First Class,0
1778,First Class,0
1779,Standard Class,3
1780,First Class,0
1781,Standard Class,3
1782,Standard Class,3
1783,First Class,0
1784,Standard Class,3
1785,Second Class,2
1786,First Class,0
1787,First Class,0
1788,Standard Class,3
1789,Standard Class,3
1790,Standard Class,3
1791,Standard Class,3
1792,Same Day,1
1793,First Class,0
1794,First Class,0
1795,Same Day,1
1796,Second Class,2
1797,First Class,0
1798,First Class,0
1799,Standard Class,3
1800,Standard Class,3
1801,Second Class,2
1802,Second Class,2
1803,Same Day,1
1804,Standard Class,3
1805,Standard Class,3
1806,Standard Class,3
1807,Same Day,1
1808,Standard Class,3
1809,Standard Class,3
1810,Standard Class,3
1811,Same Day,1
1812,Standard Class,3
1813,Standard Class,3
1814,Standard Class,3
1815,Standard Class,3
1816,Same Day,1
1817,Second Class,2
1818,Same Day,1
1819,Second Class,2
1820,Standard Class,3
1821,Same Day,1
1822,Standard Class,3
1823,Same Day,1
1824,Standard Class,3
1825,Second Class,2
1826,First Class,0
1827,Same Day,1
1828,Standard Class,3
1829,Same Day,1
1830,Same Day,1
1831,Standard Class,3
1832,First Class,0
1833,Same Day,1
1834,Same Day,1
1835,Second Class,2
1836,Second Class,2
1837,Second Class,2
1838,Second Class,2
1839,Second Class,2
1840,First Class,0
1841,Standard Class,3
1842,Same Day,1
1843,Second Class,2
