,Product ID,Quantity,Sales,Profit,discount
1188,FUR-IKE-10002894,4,508.746,-305.334,withDiscount
1188,FUR-IKE-10002894,9,3270.51,1438.83,withOutDiscount
1189,FUR-IKE-10003015,9,3293.1900000000005,164.43,withOutDiscount
1189,FUR-IKE-10003015,1,146.364,-201.276,withDiscount
1190,FUR-IKE-10003642,6,862.7399999999999,25.74,withOutDiscount
1190,FUR-IKE-10003642,3,172.548,-245.952,withDiscount
1191,FUR-IKE-10003682,11,1347.72,53.79,withOutDiscount
1191,FUR-IKE-10003682,8,318.552,-622.488,withDiscount
1192,FUR-IKE-10003771,1,49.224,-27.096,withDiscount
1192,FUR-IKE-10003771,2,246.12,93.48,withOutDiscount
1193,FUR-IKE-10003796,3,366.12,84.15,withOutDiscount
1193,FUR-IKE-10003796,2,73.224,-114.756,withDiscount
1194,FUR-IKE-10004815,1,50.04,-15.03,withDiscount
1194,FUR-IKE-10004815,2,250.2,120.06,withOutDiscount
1195,FUR-LES-10003082,1,249.57,4.98,withOutDiscount
1195,FUR-LES-10003082,1,74.871,-169.719,withDiscount
1196,FUR-NOV-10000222,5,169.44,-194.91,withDiscount
1196,FUR-NOV-10000222,6,508.32,71.1,withOutDiscount
1197,FUR-NOV-10002333,5,399.0,67.8,withOutDiscount
1197,FUR-NOV-10002333,4,111.72,-153.24,withDiscount
1198,FUR-NOV-10002453,4,516.0,61.92,withOutDiscount
1198,FUR-NOV-10002453,8,335.4,-572.76,withDiscount
1199,FUR-NOV-10002655,10,1669.5,133.5,withOutDiscount
1199,FUR-NOV-10002655,2,100.17,-207.03,withDiscount
1200,FUR-NOV-10002791,7,1166.97,443.31,withOutDiscount
1200,FUR-NOV-10002791,2,133.368,-73.392,withDiscount
1201,FUR-NOV-10002911,7,591.3600000000001,29.4,withOutDiscount
1201,FUR-NOV-10002911,2,50.688,-109.872,withDiscount
1202,FUR-NOV-10003195,2,45.072,-33.828,withDiscount
1202,FUR-NOV-10003195,9,507.06000000000006,152.01,withOutDiscount
1203,FUR-NOV-10003257,9,529.47,201.15,withOutDiscount
1203,FUR-NOV-10003257,2,47.064,-25.896,withDiscount
1204,FUR-NOV-10003754,6,240.624,-473.256,withDiscount
1204,FUR-NOV-10003754,4,534.72,58.8,withOutDiscount
1205,FUR-NOV-10004563,5,217.65,95.7,withOutDiscount
1205,FUR-NOV-10004563,4,52.236,-45.324,withDiscount
1206,FUR-OFF-10000303,1,57.264,-80.196,withDiscount
1206,FUR-OFF-10000303,7,1002.12,39.900000000000006,withOutDiscount
1207,FUR-OFF-10001125,2,86.04,-97.56,withDiscount
1207,FUR-OFF-10001125,2,286.8,103.2,withOutDiscount
1208,FUR-OFF-10001132,18,1199.7240000000002,-1658.494,withDiscount
1208,FUR-OFF-10001132,13,2293.59,229.32,withOutDiscount
1209,FUR-OFF-10001661,2,39.492,-39.528,withDiscount
1209,FUR-OFF-10001661,4,263.28,105.24,withOutDiscount
1210,FUR-OFF-10001798,1,36.684,-44.046,withDiscount
1210,FUR-OFF-10001798,3,275.13,32.94,withOutDiscount
1211,FUR-OFF-10002511,1,26.784,-62.496,withDiscount
1211,FUR-OFF-10002511,16,1428.48,0.0,withOutDiscount
1212,FUR-OFF-10002542,10,1785.692,-2396.608,withDiscount
1212,FUR-OFF-10002542,1,469.92,51.69,withOutDiscount
1213,FUR-OFF-10002740,3,103.35600000000001,-77.094,withDiscount
1213,FUR-OFF-10002740,4,375.84,135.24,withOutDiscount
1214,FUR-OFF-10003104,1,16.632,-27.738,withDiscount
1214,FUR-OFF-10003104,8,443.52,88.56,withOutDiscount
1215,FUR-OFF-10003688,7,373.896,-401.634,withDiscount
1215,FUR-OFF-10003688,7,969.36,193.82999999999998,withOutDiscount
1216,FUR-OFF-10004214,2,375.744,-197.316,withDiscount
1216,FUR-OFF-10004214,7,3287.76,1282.05,withOutDiscount
1217,FUR-OFF-10004495,8,445.92600000000004,-459.83399999999995,withDiscount
1217,FUR-OFF-10004495,5,857.55,291.45,withOutDiscount
1218,FUR-OFF-10004824,5,334.76099999999997,-282.039,withDiscount
1218,FUR-OFF-10004824,4,704.76,211.32,withOutDiscount
1219,FUR-RUB-10000958,6,45.216,-17.064,withDiscount
1219,FUR-RUB-10000958,8,150.72,67.68,withOutDiscount
1220,FUR-RUB-10001094,1,13.158,-27.642,withDiscount
1220,FUR-RUB-10001094,9,394.74,27.54,withOutDiscount
1221,FUR-RUB-10001310,1,20.7,-30.03,withDiscount
1221,FUR-RUB-10001310,3,155.25,3.06,withOutDiscount
1222,FUR-RUB-10001380,3,60.444,-43.866,withDiscount
1222,FUR-RUB-10001380,8,402.96,124.8,withOutDiscount
1223,FUR-RUB-10002021,1,4.761,-4.779,withDiscount
1223,FUR-RUB-10002021,13,206.31,82.28999999999999,withOutDiscount
1224,FUR-RUB-10002067,1,43.404,-24.966,withDiscount
1224,FUR-RUB-10002067,19,2061.69,762.66,withOutDiscount
1225,FUR-RUB-10002507,4,40.32,-29.28,withDiscount
1225,FUR-RUB-10002507,19,478.8,148.2,withOutDiscount
1226,FUR-RUB-10002945,1,15.543,-17.637,withDiscount
1226,FUR-RUB-10002945,10,518.1,186.29999999999998,withOutDiscount
1227,FUR-RUB-10003411,1,6.651,-15.519,withDiscount
1227,FUR-RUB-10003411,2,44.34,0.0,withOutDiscount
1228,FUR-RUB-10003724,8,351.84,-431.04,withDiscount
1228,FUR-RUB-10003724,22,2418.9,265.98,withOutDiscount
1229,FUR-RUB-10004285,1,20.088,-22.122,withDiscount
1229,FUR-RUB-10004285,5,251.1,40.05,withOutDiscount
1230,FUR-SAF-10000085,3,469.36799999999994,-117.34199999999998,withDiscount
1230,FUR-SAF-10000085,10,3911.3999999999996,1955.6999999999998,withOutDiscount
1231,FUR-SAF-10000213,2,352.536,-193.944,withDiscount
1231,FUR-SAF-10000213,7,3084.69,1172.01,withOutDiscount
1232,FUR-SAF-10000265,5,583.875,-1031.625,withDiscount
1232,FUR-SAF-10000265,8,3114.0,529.2,withOutDiscount
1233,FUR-SAF-10000508,3,389.78999999999996,-744.5699999999999,withDiscount
1233,FUR-SAF-10000508,3,1169.3700000000001,35.01,withOutDiscount
1234,FUR-SAF-10000593,9,218.085,-219.58499999999998,withDiscount
1234,FUR-SAF-10000593,6,373.86,82.08,withOutDiscount
1235,FUR-SAF-10000607,4,178.776,-345.744,withDiscount
1235,FUR-SAF-10000607,1,148.98,17.85,withOutDiscount
1236,FUR-SAF-10000881,1,67.32,-42.09,withDiscount
1236,FUR-SAF-10000881,5,841.5,294.45,withOutDiscount
1237,FUR-SAF-10001136,1,68.172,-20.478,withDiscount
1237,FUR-SAF-10001136,7,1193.0100000000002,572.46,withOutDiscount
1238,FUR-SAF-10001322,7,385.94399999999996,-487.026,withDiscount
1238,FUR-SAF-10001322,1,148.44,23.73,withOutDiscount
1239,FUR-SAF-10001793,8,1101.6,-844.56,withDiscount
1239,FUR-SAF-10001793,3,1377.0,647.1899999999999,withOutDiscount
1240,FUR-SAF-10001870,1,24.828,-13.662,withDiscount
1240,FUR-SAF-10001870,2,124.14,47.16,withOutDiscount
1241,FUR-SAF-10001873,2,36.183,-34.137,withDiscount
1241,FUR-SAF-10001873,11,568.5899999999999,181.83,withOutDiscount
1242,FUR-SAF-10001949,9,177.984,-235.926,withDiscount
1242,FUR-SAF-10001949,8,395.52,27.6,withOutDiscount
1243,FUR-SAF-10001956,1,131.283,-96.297,withDiscount
1243,FUR-SAF-10001956,2,875.22,420.06,withOutDiscount
1244,FUR-SAF-10002112,13,1854.722,-1641.6280000000002,withDiscount
1244,FUR-SAF-10002112,6,2782.08,1168.3799999999999,withOutDiscount
1245,FUR-SAF-10002180,3,415.28700000000003,-955.233,withDiscount
1245,FUR-SAF-10002180,7,3230.01,32.129999999999995,withOutDiscount
1246,FUR-SAF-10002253,6,270.594,-306.846,withDiscount
1246,FUR-SAF-10002253,2,300.66,108.18,withOutDiscount
1247,FUR-SAF-10002314,9,446.877,-506.493,withDiscount
1247,FUR-SAF-10002314,10,1655.1,595.8,withOutDiscount
1248,FUR-SAF-10002360,1,45.45,-43.95,withDiscount
1248,FUR-SAF-10002360,7,1060.5,434.70000000000005,withOutDiscount
1249,FUR-SAF-10002495,4,470.772,-1020.11,withDiscount
1249,FUR-SAF-10002495,2,784.62,39.18,withOutDiscount
1250,FUR-SAF-10002616,1,26.46,-53.82,withDiscount
1250,FUR-SAF-10002616,8,705.6000000000001,63.36000000000001,withOutDiscount
1251,FUR-SAF-10003160,5,274.8,-165.0,withDiscount
1251,FUR-SAF-10003160,5,687.0,247.2,withOutDiscount
1252,FUR-SAF-10003402,1,18.804,-20.226,withDiscount
1252,FUR-SAF-10003402,3,141.03,23.94,withOutDiscount
1253,FUR-SAF-10003469,8,1139.19,-1454.73,withDiscount
1253,FUR-SAF-10003469,5,2190.75,569.55,withOutDiscount
1254,FUR-SAF-10003540,2,117.72,-156.96,withDiscount
1254,FUR-SAF-10003540,2,392.4,117.72,withOutDiscount
1255,FUR-SAF-10003745,1,54.864,-82.296,withDiscount
1255,FUR-SAF-10003745,11,1508.76,0.0,withOutDiscount
1256,FUR-SAF-10004173,4,179.352,-310.968,withDiscount
1256,FUR-SAF-10004173,7,1046.22,188.16,withOutDiscount
1257,FUR-SAF-10004252,6,1113.41,-1475.35,withDiscount
1257,FUR-SAF-10004252,4,1855.68,129.84,withOutDiscount
1258,FUR-SAF-10004426,5,320.796,-278.604,withDiscount
1258,FUR-SAF-10004426,2,337.68,97.92,withOutDiscount
1259,FUR-SAF-10004525,9,604.5840000000001,-151.14600000000002,withDiscount
1259,FUR-SAF-10004525,1,167.94,83.97,withOutDiscount
1260,FUR-SAF-10004530,3,236.088,-94.482,withDiscount
1260,FUR-SAF-10004530,14,2754.36,1211.6999999999998,withOutDiscount
1261,FUR-SAF-10004664,4,140.736,-59.904,withDiscount
1261,FUR-SAF-10004664,2,175.92,75.6,withOutDiscount
1262,FUR-SAU-10000209,1,44.028,-60.192,withDiscount
1262,FUR-SAU-10000209,3,440.28,127.62,withOutDiscount
1263,FUR-SAU-10000893,1,44.046,-60.204,withDiscount
1263,FUR-SAU-10000893,9,1321.38,383.13,withOutDiscount
1264,FUR-SAU-10001776,5,281.523,-192.62699999999998,withDiscount
1264,FUR-SAU-10001776,12,1778.04,640.08,withOutDiscount
1265,FUR-SAU-10002331,2,271.341,-496.179,withDiscount
1265,FUR-SAU-10002331,4,1550.52,15.48,withOutDiscount
1266,FUR-SAU-10002540,5,248.676,-373.07399999999996,withDiscount
1266,FUR-SAU-10002540,2,292.56,43.86,withOutDiscount
1267,FUR-SAU-10002642,2,100.008,-163.392,withDiscount
1267,FUR-SAU-10002642,3,500.04,104.94,withOutDiscount
1268,FUR-SAU-10002714,2,89.19,-148.65,withDiscount
1268,FUR-SAU-10002714,3,445.95000000000005,89.19,withOutDiscount
1269,FUR-SAU-10003188,1,59.736,-32.874,withDiscount
1269,FUR-SAU-10003188,4,597.36,226.92,withOutDiscount
1270,FUR-SAU-10003203,2,101.52,-98.16,withDiscount
1270,FUR-SAU-10003203,1,169.2,69.36,withOutDiscount
1271,FUR-SAU-10003694,6,897.345,-1092.555,withDiscount
1271,FUR-SAU-10003694,1,390.15,58.5,withOutDiscount
1272,FUR-SAU-10004137,3,194.57999999999998,-173.25,withDiscount
1272,FUR-SAU-10004137,9,1751.22,647.73,withOutDiscount
1273,FUR-SAU-10004653,1,174.396,-82.854,withDiscount
1273,FUR-SAU-10004653,20,8719.8,3574.8,withOutDiscount
1274,FUR-TA-10000052,2,435.357,40.137,withDiscount
1274,FUR-TA-10000052,5,1674.45,686.4,withOutDiscount
1275,FUR-TA-10000198,24,8264.698,-3107.5214,withDiscount
1275,FUR-TA-10000198,3,1652.94,231.412,withOutDiscount
1276,FUR-TA-10000226,3,1832.61,-445.113,withDiscount
1276,FUR-TA-10000226,2,1745.34,226.86,withOutDiscount
1277,FUR-TA-10000403,2,311.472,-643.728,withDiscount
1277,FUR-TA-10000403,1,477.84,14.31,withOutDiscount
1278,FUR-TA-10000434,4,566.231,-363.289,withDiscount
1278,FUR-TA-10000434,1,267.09,34.71,withOutDiscount
1279,FUR-TA-10000486,9,1107.456,-512.364,withDiscount
1279,FUR-TA-10000486,6,2076.48,996.6,withOutDiscount
1280,FUR-TA-10000558,2,740.46,21.12,withDiscount
1280,FUR-TA-10000558,2,1057.8,338.46,withOutDiscount
1281,FUR-TA-10000577,24,5501.712,-933.2018,withDiscount
1281,FUR-TA-10000577,5,1741.0500000000002,400.442,withOutDiscount
1282,FUR-TA-10000617,8,1149.127,-270.78499999999997,withDiscount
1282,FUR-TA-10000617,14,3185.7,700.854,withOutDiscount
1283,FUR-TA-10000665,8,2517.105,-1083.133,withDiscount
1283,FUR-TA-10000665,2,989.04,88.98,withOutDiscount
1284,FUR-TA-10000688,8,1176.3899999999999,-270.134,withDiscount
1284,FUR-TA-10000688,10,2178.5,370.346,withOutDiscount
1285,FUR-TA-10000789,1,143.36,8.96,withDiscount
1285,FUR-TA-10000789,3,537.6,134.4,withOutDiscount
1286,FUR-TA-10001039,35,1732.497,-494.385,withDiscount
1286,FUR-TA-10001039,12,1031.76,268.2576,withOutDiscount
1287,FUR-TA-10001086,18,1763.084,-261.4232,withDiscount
1287,FUR-TA-10001086,8,1215.92,316.139,withOutDiscount
1288,FUR-TA-10001095,48,5943.285,-665.7876,withDiscount
1288,FUR-TA-10001095,13,2265.77,475.812,withOutDiscount
1289,FUR-TA-10001205,8,2035.58,-499.298,withDiscount
1289,FUR-TA-10001205,4,1920.36,652.92,withOutDiscount
1290,FUR-TA-10001237,3,584.732,-251.548,withDiscount
1290,FUR-TA-10001237,7,2120.79,169.47,withOutDiscount
1291,FUR-TA-10001276,4,216.216,-245.064,withDiscount
1291,FUR-TA-10001276,6,1512.0,498.96,withOutDiscount
1292,FUR-TA-10001307,9,1991.8649999999998,-20.967000000000006,withDiscount
1292,FUR-TA-10001307,5,1747.25,629.01,withOutDiscount
1293,FUR-TA-10001359,2,300.923,-215.797,withDiscount
1293,FUR-TA-10001359,3,851.67,76.59,withOutDiscount
1294,FUR-TA-10001360,8,2537.54,309.3792,withDiscount
1294,FUR-TA-10001360,6,3094.56,1423.44,withOutDiscount
1295,FUR-TA-10001386,5,2276.48,-472.568,withDiscount
1295,FUR-TA-10001386,2,1718.1,618.48,withOutDiscount
1296,FUR-TA-10001520,31,1727.154,-109.1961,withDiscount
1296,FUR-TA-10001520,8,570.96,97.0632,withOutDiscount
1297,FUR-TA-10001531,13,1536.5120000000002,-1704.778,withDiscount
1297,FUR-TA-10001531,5,1354.95,108.3,withOutDiscount
1298,FUR-TA-10001549,10,1465.443,-1196.4569999999999,withDiscount
1298,FUR-TA-10001549,5,1495.35,164.4,withOutDiscount
1299,FUR-TA-10001622,3,403.2,-100.8,withDiscount
1299,FUR-TA-10001622,7,1176.0,0.0,withOutDiscount
1300,FUR-TA-10001705,10,1488.2,-191.34,withDiscount
1300,FUR-TA-10001705,9,1913.4,401.814,withOutDiscount
1301,FUR-TA-10001740,3,1454.83,-54.588,withDiscount
1301,FUR-TA-10001740,1,606.18,103.04,withOutDiscount
1302,FUR-TA-10001768,19,3176.371,-763.9049,withDiscount
1302,FUR-TA-10001768,3,787.53,165.381,withOutDiscount
1303,FUR-TA-10001771,16,2910.348,138.588,withDiscount
1303,FUR-TA-10001771,3,692.94,173.235,withOutDiscount
1304,FUR-TA-10001786,19,6261.232,-310.86800000000005,withDiscount
1304,FUR-TA-10001786,11,4877.73,1072.83,withOutDiscount
1305,FUR-TA-10001857,9,617.117,-237.353,withDiscount
1305,FUR-TA-10001857,2,210.98,21.098,withOutDiscount
1306,FUR-TA-10001889,33,10860.459,-4201.5992,withDiscount
1306,FUR-TA-10001889,15,9870.289999999999,1517.4319999999998,withOutDiscount
1307,FUR-TA-10001932,15,2853.696,-897.792,withDiscount
1307,FUR-TA-10001932,7,2244.48,493.786,withOutDiscount
1308,FUR-TA-10001950,11,2946.84,-1522.531,withDiscount
1308,FUR-TA-10001950,8,3571.92,321.4732,withOutDiscount
1309,FUR-TA-10002041,24,3989.0969999999998,-353.1856,withDiscount
1309,FUR-TA-10002041,2,358.58,39.4438,withOutDiscount
1310,FUR-TA-10002095,8,1375.674,-700.086,withDiscount
1310,FUR-TA-10002095,1,270.27,10.8,withOutDiscount
1311,FUR-TA-10002153,7,2214.85,-221.571,withDiscount
1311,FUR-TA-10002153,3,1356.03,311.85,withOutDiscount
1312,FUR-TA-10002256,4,671.328,-735.312,withDiscount
1312,FUR-TA-10002256,5,2664.0,905.7,withOutDiscount
1313,FUR-TA-10002356,14,2280.357,-508.4938,withDiscount
1313,FUR-TA-10002356,1,262.11,62.9064,withOutDiscount
1314,FUR-TA-10002433,7,916.422,-904.698,withDiscount
1314,FUR-TA-10002433,6,1773.72,212.76,withOutDiscount
1315,FUR-TA-10002497,3,868.959,187.119,withDiscount
1315,FUR-TA-10002497,7,3119.34,1528.38,withOutDiscount
1316,FUR-TA-10002530,18,1645.682,-664.3119999999999,withDiscount
1316,FUR-TA-10002530,12,1811.7599999999998,271.764,withOutDiscount
1317,FUR-TA-10002533,24,1949.7669999999998,-854.392,withDiscount
1317,FUR-TA-10002533,2,292.1,58.42,withOutDiscount
1318,FUR-TA-10002571,6,727.056,-387.864,withDiscount
1318,FUR-TA-10002571,3,807.84,250.38,withOutDiscount
1319,FUR-TA-10002607,40,1857.318,-524.5856,withDiscount
1319,FUR-TA-10002607,4,283.56,45.3696,withOutDiscount
1320,FUR-TA-10002645,10,1206.0149999999999,-682.6505,withDiscount
1320,FUR-TA-10002645,10,2275.5,386.835,withOutDiscount
1321,FUR-TA-10002786,11,3062.63,-141.669,withDiscount
1321,FUR-TA-10002786,2,856.68,274.08,withOutDiscount
1322,FUR-TA-10002855,12,1273.1580000000001,-114.14519999999999,withDiscount
1322,FUR-TA-10002855,7,1024.38,215.12,withOutDiscount
1323,FUR-TA-10002860,1,66.54,-126.45,withDiscount
1323,FUR-TA-10002860,3,998.1,419.13,withOutDiscount
1324,FUR-TA-10002903,19,3246.373,-503.8376,withDiscount
1324,FUR-TA-10002903,5,1298.55,311.652,withOutDiscount
1325,FUR-TA-10002958,25,4071.2839999999997,-1344.0472,withDiscount
1325,FUR-TA-10002958,17,8115.620000000001,1484.5122000000001,withOutDiscount
1326,FUR-TA-10002966,3,266.94,-177.96,withDiscount
1326,FUR-TA-10002966,5,1483.0,741.5,withOutDiscount
1327,FUR-TA-10003008,11,1204.83,-542.1725,withDiscount
1327,FUR-TA-10003008,9,1642.95,213.584,withOutDiscount
1328,FUR-TA-10003078,3,451.129,-150.43,withDiscount
1328,FUR-TA-10003078,8,2673.36,1069.2,withOutDiscount
1329,FUR-TA-10003157,7,1547.9099999999999,-597.24,withDiscount
1329,FUR-TA-10003157,3,947.7,28.35,withOutDiscount
1330,FUR-TA-10003238,8,2644.704,-925.6468,withDiscount
1330,FUR-TA-10003238,3,1652.94,314.059,withOutDiscount
1331,FUR-TA-10003268,5,1461.14,202.185,withDiscount
1331,FUR-TA-10003268,2,899.16,395.58,withOutDiscount
1332,FUR-TA-10003392,5,1011.528,-126.4414,withDiscount
1332,FUR-TA-10003392,9,2528.82,480.476,withOutDiscount
1333,FUR-TA-10003473,39,10362.384,-932.802,withDiscount
1333,FUR-TA-10003473,7,2632.91,605.5699999999999,withOutDiscount
1334,FUR-TA-10003569,14,3969.706,-240.58800000000002,withDiscount
1334,FUR-TA-10003569,7,2806.86,701.715,withOutDiscount
1335,FUR-TA-10003583,2,516.636,-155.004,withDiscount
1335,FUR-TA-10003583,6,2583.18,568.26,withOutDiscount
1336,FUR-TA-10003591,5,1726.33,-478.065,withDiscount
1336,FUR-TA-10003591,2,1062.36,180.6,withOutDiscount
1337,FUR-TA-10003663,2,524.896,-124.664,withDiscount
1337,FUR-TA-10003663,3,984.18,9.84,withOutDiscount
1338,FUR-TA-10003715,12,1884.334,-477.3634,withDiscount
1338,FUR-TA-10003715,6,1256.22,75.3732,withOutDiscount
1339,FUR-TA-10003748,23,2154.68,-880.234,withDiscount
1339,FUR-TA-10003748,20,2489.7999999999997,547.7556,withOutDiscount
1340,FUR-TA-10003893,4,990.952,-878.768,withDiscount
1340,FUR-TA-10003893,3,1402.29,0.0,withOutDiscount
1341,FUR-TA-10003954,19,4824.062,-1064.0324,withDiscount
1341,FUR-TA-10003954,13,3850.34,346.531,withOutDiscount
1342,FUR-TA-10004086,14,773.8199999999999,-165.0816,withDiscount
1342,FUR-TA-10004086,10,859.8,189.15640000000002,withOutDiscount
1343,FUR-TA-10004147,9,783.72,-2.2391999999999994,withDiscount
1343,FUR-TA-10004147,4,447.84,98.5248,withOutDiscount
1344,FUR-TA-10004154,27,4886.045,-1228.687,withDiscount
1344,FUR-TA-10004154,1,286.85,63.107,withOutDiscount
1345,FUR-TA-10004256,13,3965.3,-1081.066,withDiscount
1345,FUR-TA-10004256,4,1669.6,116.872,withOutDiscount
1346,FUR-TA-10004406,6,1587.17,218.208,withDiscount
1346,FUR-TA-10004406,2,661.32,205.0,withOutDiscount
1347,FUR-TA-10004534,9,988.32,-549.753,withDiscount
1347,FUR-TA-10004534,11,2264.9,385.033,withOutDiscount
1348,FUR-TA-10004575,14,2473.33,-867.1207999999999,withDiscount
1348,FUR-TA-10004575,12,3491.76,628.517,withOutDiscount
1349,FUR-TA-10004607,14,1448.734,-227.6582,withDiscount
1349,FUR-TA-10004607,4,591.32,112.351,withOutDiscount
1350,FUR-TA-10004619,22,2660.477,207.103,withDiscount
1350,FUR-TA-10004619,7,1115.17,334.551,withOutDiscount
1351,FUR-TA-10004767,11,567.8399999999999,13.4862,withDiscount
1351,FUR-TA-10004767,1,70.98,20.5842,withOutDiscount
1352,FUR-TA-10004801,2,980.32,110.28,withDiscount
1352,FUR-TA-10004801,3,1838.1,533.04,withOutDiscount
1353,FUR-TA-10004820,4,1105.92,-41.52,withDiscount
1353,FUR-TA-10004820,7,2419.2,411.18,withOutDiscount
1354,FUR-TA-10004840,8,3325.2160000000003,-517.3480000000001,withDiscount
1354,FUR-TA-10004840,3,1847.34,406.38,withOutDiscount
1355,FUR-TA-10004915,13,2764.212,-552.843,withDiscount
1355,FUR-TA-10004915,10,3037.6,486.01619999999997,withOutDiscount
1356,FUR-TEN-10000002,1,10.116,-11.634,withDiscount
1356,FUR-TEN-10000002,2,50.58,7.08,withOutDiscount
1357,FUR-TEN-10000296,16,229.152,-340.608,withDiscount
1357,FUR-TEN-10000296,2,81.84,10.62,withOutDiscount
1358,FUR-TEN-10000325,1,5.265,-11.415,withDiscount
1358,FUR-TEN-10000325,2,35.1,1.74,withOutDiscount
1359,FUR-TEN-10000525,4,70.35,-80.49000000000001,withDiscount
1359,FUR-TEN-10000525,11,552.75,137.94,withOutDiscount
1360,FUR-TEN-10000558,4,173.76,-117.36,withDiscount
1360,FUR-TEN-10000558,2,217.2,71.64,withOutDiscount
1361,FUR-TEN-10000986,1,33.012,-68.238,withDiscount
1361,FUR-TEN-10000986,19,2090.76,167.01,withOutDiscount
1362,FUR-TEN-10001809,1,15.138,-34.332,withDiscount
1362,FUR-TEN-10001809,4,201.84,3.96,withOutDiscount
1363,FUR-TEN-10003349,7,102.627,-123.333,withDiscount
1363,FUR-TEN-10003349,9,439.83000000000004,149.31,withOutDiscount
1364,FUR-TEN-10003552,6,85.104,-73.836,withDiscount
1364,FUR-TEN-10003552,5,236.4,103.94999999999999,withOutDiscount
1365,FUR-TEN-10003648,17,405.45,28.05,withOutDiscount
1365,FUR-TEN-10003648,1,9.54,-12.66,withDiscount
1366,FUR-TEN-10003871,6,642.06,154.08,withOutDiscount
1366,FUR-TEN-10003871,6,192.618,-295.362,withDiscount
1367,FUR-TEN-10003879,3,56.79,17.009999999999998,withOutDiscount
1367,FUR-TEN-10003879,6,45.432,-34.128,withDiscount
1368,FUR-TEN-10003900,2,50.46,12.06,withOutDiscount
1368,FUR-TEN-10003900,5,37.845,-58.155,withDiscount
1369,FUR-TEN-10003923,9,395.55,177.93,withOutDiscount
1369,FUR-TEN-10003923,2,30.765,-17.595,withDiscount
1370,FUR-TEN-10004147,1,48.87,21.99,withOutDiscount
1370,FUR-TEN-10004147,1,19.548,-7.332,withDiscount
1371,FUR-TEN-10004549,6,95.76,11.34,withOutDiscount
1371,FUR-TEN-10004549,1,4.788,-9.282,withDiscount
1372,OFF-ACC-10000102,20,1011.0,111.0,withOutDiscount
1372,OFF-ACC-10000102,5,80.88,-144.12,withDiscount
1373,OFF-ACC-10000218,9,73.44,34.29,withOutDiscount
1373,OFF-ACC-10000218,12,31.823999999999998,-20.375999999999998,withDiscount
1374,OFF-ACC-10000233,20,303.0,42.0,withOutDiscount
1374,OFF-ACC-10000233,2,10.605,-15.495000000000001,withDiscount
1375,OFF-ACC-10000307,17,136.67999999999998,57.12,withOutDiscount
1375,OFF-ACC-10000307,5,16.080000000000002,-7.32,withDiscount
1376,OFF-ACC-10000497,3,42.39,9.72,withOutDiscount
1376,OFF-ACC-10000497,2,8.478,-13.302,withDiscount
1377,OFF-ACC-10000808,11,331.32,62.7,withOutDiscount
1377,OFF-ACC-10000808,1,12.048,-12.372,withDiscount
1378,OFF-ACC-10001028,5,73.2,12.3,withOutDiscount
1378,OFF-ACC-10001028,2,11.712,-12.648,withDiscount
1379,OFF-ACC-10001281,17,329.46,154.53,withOutDiscount
1379,OFF-ACC-10001281,2,11.628,-8.952,withDiscount
1380,OFF-ACC-10001285,19,163.02,25.650000000000002,withOutDiscount
1380,OFF-ACC-10001285,4,10.296,-18.624,withDiscount
1381,OFF-ACC-10001703,10,155.1,4.5,withOutDiscount
1381,OFF-ACC-10001703,5,27.918,-47.382,withDiscount
1382,OFF-ACC-10001993,6,76.67999999999999,32.940000000000005,withOutDiscount
1382,OFF-ACC-10001993,5,24.282,-12.168,withDiscount
1383,OFF-ACC-10002220,11,561.99,162.69,withOutDiscount
1383,OFF-ACC-10002220,7,127.725,-126.375,withDiscount
1384,OFF-ACC-10002327,4,55.2,10.44,withOutDiscount
1384,OFF-ACC-10002327,1,4.14,-7.05,withDiscount
1385,OFF-ACC-10002343,11,347.82,142.56,withOutDiscount
1385,OFF-ACC-10002343,14,158.1,-103.14,withDiscount
1386,OFF-ACC-10002425,10,111.30000000000001,7.5,withOutDiscount
1386,OFF-ACC-10002425,5,22.259999999999998,-29.64,withDiscount
1387,OFF-ACC-10002680,23,1183.35,295.32,withOutDiscount
1387,OFF-ACC-10002680,4,82.32,-72.12,withDiscount
1388,OFF-ACC-10002772,22,221.76,101.64,withOutDiscount
1388,OFF-ACC-10002772,2,6.048,-4.872,withDiscount
1389,OFF-ACC-10002849,20,591.5999999999999,100.19999999999999,withOutDiscount
1389,OFF-ACC-10002849,3,29.580000000000002,-44.129999999999995,withDiscount
1390,OFF-ACC-10003265,9,150.12,73.44,withOutDiscount
1390,OFF-ACC-10003265,2,10.008,-7.032,withDiscount
1391,OFF-ACC-10003422,22,366.29999999999995,102.30000000000001,withOutDiscount
1391,OFF-ACC-10003422,1,6.66,-5.34,withDiscount
1392,OFF-ACC-10003636,10,525.9000000000001,126.0,withOutDiscount
1392,OFF-ACC-10003636,1,15.777,-24.213,withDiscount
1393,OFF-ACC-10003745,2,28.08,1.68,withOutDiscount
1393,OFF-ACC-10003745,6,28.08,-51.12,withDiscount
1394,OFF-ACC-10003788,23,140.76,5.52,withOutDiscount
1394,OFF-ACC-10003788,17,41.616,-58.343999999999994,withDiscount
1395,OFF-ACC-10003806,2,39.0,15.6,withOutDiscount
1395,OFF-ACC-10003806,1,7.8,-3.9,withDiscount
1396,OFF-ACC-10003925,1,10.95,2.19,withOutDiscount
